MoisturePercent,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,FatLevel
0.38749612499999997,0,3,1,2,2,0.0
0.4499955,0,4,1,2,3,1.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.43836745480301553,0,0,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.537494625,0,4,4,0,2,1.0
0.537494625,0,4,4,0,0,1.0
0.41249587499999996,0,3,5,0,3,0.0
0.399996,0,5,1,1,2,0.0
0.43749562499999994,0,3,1,0,3,1.0
0.72499275,0,1,4,0,2,1.0
0.4499955,0,5,4,0,2,1.0
0.57499425,0,4,4,0,2,1.0
0.47499525,0,3,4,0,2,0.0
0.599994,0,1,4,0,2,1.0
0.47499525,0,4,4,0,0,1.0
0.4499955,0,5,4,0,2,1.0
0.57499425,0,4,4,0,0,1.0
0.52499475,0,1,4,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.49999499999999997,0,3,1,0,2,1.0
0.337496625,0,0,1,1,2,1.0
0.337496625,0,0,1,2,2,0.0
0.337496625,0,0,1,2,2,0.0
0.337496625,0,0,1,2,2,0.0
0.337496625,0,0,1,2,2,0.0
0.337496625,0,0,1,1,2,0.0
0.362496375,0,0,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.337496625,0,0,1,2,2,0.0
0.34999650000000004,0,0,1,1,2,1.0
0.34999650000000004,0,0,1,0,2,0.0
0.1499985,0,0,1,1,2,0.0
0.47499525,0,4,1,1,0,1.0
0.47499525,0,4,1,1,3,1.0
0.41249587499999996,0,3,1,0,3,1.0
0.4499955,0,3,7,0,3,1.0
0.4499955,0,3,7,0,3,1.0
0.562494375,0,1,7,0,2,0.0
0.287497125,0,0,1,0,2,0.0
0.362496375,0,0,1,0,2,0.0
0.362496375,0,0,1,0,2,0.0
0.34999650000000004,0,3,1,2,2,1.0
0.34999650000000004,0,0,1,2,2,1.0
0.41249587499999996,0,3,5,2,2,1.0
0.537494625,0,1,4,0,2,1.0
0.537494625,0,4,7,0,2,1.0
0.599994,0,3,1,0,2,1.0
0.799992,0,1,1,0,2,1.0
0.599994,0,1,1,0,2,1.0
0.49999499999999997,0,3,1,0,2,1.0
0.49999499999999997,0,3,1,0,2,1.0
0.49999499999999997,0,3,1,0,2,1.0
0.337496625,0,0,1,0,2,0.0
0.41249587499999996,0,0,1,0,2,1.0
0.41249587499999996,0,0,1,0,2,1.0
0.41249587499999996,0,0,1,0,2,1.0
0.599994,0,4,1,0,2,1.0
0.49999499999999997,0,3,1,0,2,1.0
0.47499525,0,3,1,0,3,1.0
0.599994,0,1,1,0,2,1.0
0.599994,0,4,1,0,2,1.0
0.537494625,0,3,1,0,2,1.0
0.41249587499999996,0,0,1,0,2,1.0
0.662493375,0,1,1,0,2,1.0
0.47499525,0,4,1,2,0,0.0
0.41249587499999996,0,3,1,2,1,0.0
0.47499525,0,4,1,2,0,1.0
0.337496625,0,0,1,2,2,0.0
0.337496625,0,0,1,0,2,0.0
0.537494625,0,3,7,1,2,1.0
0.34999650000000004,0,3,7,1,3,1.0
0.637493625,0,1,7,0,2,1.0
0.38749612499999997,0,4,7,0,0,1.0
0.38749612499999997,0,1,7,0,2,1.0
0.43749562499999994,0,3,1,1,3,0.0
0.5499945,0,4,7,0,0,1.0
0.4499955,0,4,1,0,0,1.0
0.46249537500000004,0,4,1,0,0,1.0
0.4499955,0,3,1,1,3,1.0
0.46249537500000004,0,4,7,0,2,1.0
0.537494625,0,1,7,0,2,0.0
0.7499925,0,4,7,0,2,1.0
0.38749612499999997,0,3,7,0,2,1.0
0.37499625000000003,0,0,7,0,2,1.0
0.37499625000000003,0,0,7,0,2,1.0
0.62499375,0,1,7,0,2,1.0
0.38749612499999997,0,3,7,0,2,1.0
0.57499425,0,1,7,0,2,1.0
0.49999499999999997,0,4,7,0,0,1.0
0.537494625,0,3,7,0,2,1.0
0.57499425,0,1,7,0,2,1.0
0.637493625,0,1,7,0,2,1.0
0.662493375,0,3,7,0,2,1.0
0.34999650000000004,0,0,7,0,2,1.0
0.34999650000000004,0,0,7,0,2,1.0
0.362496375,0,3,7,0,3,1.0
0.38749612499999997,0,3,7,1,3,1.0
0.38749612499999997,0,3,7,0,2,1.0
0.637493625,0,1,7,0,2,1.0
0.562494375,0,4,7,0,0,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,4,2,2,0.0
0.337496625,0,0,1,1,2,0.0
0.34999650000000004,0,0,1,1,2,0.0
0.337496625,1,0,1,0,2,0.0
0.337496625,1,0,1,0,2,0.0
0.337496625,1,0,1,0,2,0.0
0.337496625,1,0,1,0,2,0.0
0.37499625000000003,1,3,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.43836745480301553,0,0,1,0,2,1.0
0.362496375,0,0,1,0,2,0.0
0.362496375,0,0,1,0,2,0.0
0.362496375,0,0,1,0,2,0.0
0.362496375,0,0,1,0,2,0.0
0.362496375,0,0,1,0,2,0.0
0.34999650000000004,0,0,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.362496375,0,3,1,0,3,1.0
0.42499575,0,3,1,1,3,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.34999650000000004,0,0,4,2,2,1.0
0.662493375,0,1,7,0,2,1.0
0.41249587499999996,0,4,7,0,0,1.0
0.599994,0,4,7,0,0,1.0
0.699993,0,1,7,0,2,1.0
0.599994,0,4,7,0,0,1.0
0.5499945,0,4,7,0,0,1.0
0.4499955,0,3,7,1,2,1.0
0.287497125,0,3,7,0,2,1.0
0.0,0,2,7,0,2,0.0
0.77499225,0,1,7,0,2,1.0
0.587494125,0,3,7,0,2,1.0
0.42499575,0,0,7,0,2,1.0
0.72499275,0,1,7,0,2,1.0
0.287497125,0,4,7,0,2,1.0
0.662493375,0,4,7,0,2,1.0
0.287497125,0,3,7,0,2,1.0
0.662493375,0,3,7,0,2,1.0
0.399996,0,4,1,1,0,0.0
0.399996,0,4,1,1,3,1.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,1,2,0.0
0.287497125,0,0,1,1,2,0.0
0.37499625000000003,0,0,1,2,3,0.0
0.52499475,0,4,1,0,0,1.0
0.47499525,0,4,1,0,0,1.0
0.47499525,0,3,1,1,0,1.0
0.47499525,0,3,1,1,3,1.0
0.537494625,0,1,1,0,2,1.0
0.47499525,0,4,1,1,0,1.0
0.562494375,0,4,1,0,2,1.0
0.562494375,0,4,1,0,2,1.0
0.599994,0,4,1,0,2,1.0
0.47499525,0,3,1,0,2,1.0
0.47499525,0,1,1,0,2,1.0
0.47499525,0,1,1,0,2,1.0
0.49999499999999997,0,4,1,0,2,1.0
0.47499525,0,0,1,0,2,1.0
0.47499525,0,3,1,0,2,1.0
0.47499525,0,3,1,0,2,1.0
0.47499525,0,0,1,0,2,1.0
0.47499525,0,3,1,0,2,1.0
0.49999499999999997,0,3,1,0,2,1.0
0.32499675000000006,0,0,1,0,2,1.0
0.662493375,0,1,7,0,2,1.0
0.537494625,0,3,7,0,2,1.0
0.537494625,0,3,7,0,3,1.0
0.47499525,0,3,7,0,3,1.0
0.38749612499999997,0,3,7,1,3,1.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.41249587499999996,0,0,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.41249587499999996,0,0,1,0,2,0.0
0.287497125,0,2,1,0,2,1.0
0.41249587499999996,0,0,1,0,2,1.0
0.41249587499999996,0,0,1,0,2,0.0
0.37499625000000003,0,0,1,0,2,1.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,0.0
0.52499475,0,4,1,0,0,1.0
0.52499475,0,4,1,0,3,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,3,1,0,3,1.0
0.41249587499999996,0,3,1,0,3,1.0
0.37499625000000003,0,0,1,0,3,1.0
0.29999699999999996,1,0,1,1,2,0.0
0.29999699999999996,1,0,1,1,2,0.0
0.4499955,1,5,1,0,2,1.0
0.399996,1,3,1,0,3,1.0
0.37499625000000003,1,5,1,0,2,1.0
0.41249587499999996,0,0,1,0,2,0.0
0.34999650000000004,0,4,1,1,0,0.0
0.41249587499999996,0,3,1,1,3,0.0
0.4499955,0,4,7,0,2,1.0
0.7499925,0,1,1,0,2,1.0
0.43836745480301553,0,1,1,0,2,1.0
0.43836745480301553,0,4,1,0,2,1.0
0.47499525,0,3,1,0,2,1.0
0.537494625,0,4,1,0,2,1.0
0.562494375,0,4,1,0,2,1.0
0.47499525,0,0,1,0,2,1.0
0.4499955,0,3,1,0,2,1.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,1,2,0.0
0.337496625,0,0,1,1,2,0.0
0.337496625,0,0,1,1,2,0.0
0.287497125,0,0,1,0,2,0.0
0.37499625000000003,0,3,1,0,2,1.0
0.399996,0,3,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.72499275,0,1,7,0,2,1.0
0.41249587499999996,0,3,1,1,3,0.0
0.41249587499999996,0,3,1,1,3,0.0
0.41249587499999996,0,3,1,0,3,0.0
0.49999499999999997,0,4,1,0,0,1.0
0.32499675000000006,0,0,1,0,2,0.0
0.41249587499999996,1,3,1,1,3,1.0
0.337496625,1,0,1,1,3,0.0
0.337496625,1,0,1,1,2,0.0
0.337496625,1,0,1,1,2,0.0
0.337496625,1,0,1,1,2,0.0
0.337496625,1,0,1,1,2,0.0
0.49999499999999997,1,3,1,0,2,1.0
0.2499975,1,2,1,0,2,0.0
0.34999650000000004,1,0,1,1,2,1.0
0.49999499999999997,1,3,1,0,2,1.0
0.537494625,1,0,1,0,2,1.0
0.662493375,0,1,1,0,2,1.0
0.26249737500000003,1,0,1,2,2,0.0
0.49999499999999997,1,0,1,0,2,1.0
0.537494625,1,0,1,0,2,1.0
0.26249737500000003,1,2,1,2,2,0.0
0.34999650000000004,1,0,1,2,2,1.0
0.4499955,0,4,1,0,0,0.0
0.399996,0,3,1,0,2,0.0
0.537494625,0,3,7,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.399996,0,3,1,0,2,1.0
0.287497125,0,2,1,0,2,0.0
0.287497125,0,0,1,0,2,0.0
0.537494625,0,2,1,0,2,1.0
0.49999499999999997,0,4,1,0,2,1.0
0.32499675000000006,0,0,7,0,2,1.0
0.537494625,0,4,7,0,0,0.0
0.799992,0,1,1,0,2,1.0
0.49999499999999997,0,1,1,0,2,1.0
0.47499525,0,3,1,0,2,1.0
0.337496625,0,0,1,0,2,0.0
0.43749562499999994,0,0,1,2,2,1.0
0.34999650000000004,0,0,1,0,2,0.0
0.49999499999999997,0,3,1,0,2,1.0
0.187498125,1,2,1,1,3,1.0
0.287497125,1,0,1,1,3,0.0
0.287497125,1,0,1,1,3,0.0
0.29999699999999996,0,0,1,1,2,0.0
0.312496875,0,2,1,2,2,0.0
0.21249787500000003,0,3,1,1,3,0.0
0.662493375,0,3,4,1,3,0.0
0.312496875,0,0,1,1,3,0.0
0.337496625,0,0,1,0,2,0.0
0.41249587499999996,0,1,7,0,2,1.0
0.537494625,0,1,7,0,2,1.0
0.47499525,0,1,7,0,2,1.0
0.82499175,1,1,7,0,2,1.0
0.41249587499999996,0,4,7,2,2,1.0
0.62499375,0,3,7,2,2,1.0
0.599994,0,4,7,2,0,1.0
0.5499945,0,1,1,1,2,1.0
0.43749562499999994,0,3,1,0,3,1.0
0.6499935,0,1,4,0,2,1.0
0.52499475,0,4,7,0,0,1.0
0.362496375,0,0,7,0,2,0.0
0.52499475,0,4,1,0,0,1.0
0.712492875,0,1,7,0,2,1.0
0.337496625,0,3,4,0,3,0.0
0.5499945,0,4,7,0,0,1.0
0.362496375,0,0,4,0,2,0.0
0.72499275,0,1,1,0,2,1.0
0.5499945,0,4,1,0,0,1.0
0.5499945,0,4,4,0,0,1.0
0.52499475,0,4,4,0,0,1.0
0.362496375,0,0,1,0,2,0.0
0.337496625,0,3,1,0,3,0.0
0.287497125,0,0,7,0,3,0.0
0.6499935,0,3,7,0,2,1.0
0.362496375,0,0,7,0,2,0.0
0.6499935,0,1,1,0,2,1.0
0.362496375,0,0,1,0,2,0.0
0.37499625000000003,0,3,1,0,2,1.0
0.27499724999999997,0,0,1,1,3,0.0
0.47499525,0,4,1,0,0,1.0
0.42499575,0,3,1,2,3,1.0
0.47499525,0,4,1,0,0,0.0
0.47499525,0,3,1,0,2,1.0
0.4499955,0,4,1,1,0,0.0
0.562494375,0,4,7,0,0,1.0
0.362496375,0,0,1,0,2,0.0
0.662493375,0,1,4,0,2,1.0
0.287497125,1,0,1,1,3,0.0
0.38749612499999997,0,0,7,0,2,1.0
0.47499525,0,4,1,0,3,1.0
0.38499615,1,0,1,0,3,1.0
0.6499935,0,1,0,0,2,1.0
0.8499915,0,1,0,0,2,1.0
0.4499955,0,4,2,0,2,0.0
0.72499275,0,1,7,0,2,1.0
0.47499525,0,4,1,0,0,0.0
0.41249587499999996,0,0,1,0,2,1.0
0.537494625,0,4,7,0,2,1.0
0.137498625,0,4,4,0,2,0.0
0.49999499999999997,0,1,1,0,2,1.0
0.099999,0,4,1,0,3,0.0
0.49999499999999997,0,4,1,0,2,0.0
0.41249587499999996,0,5,1,1,0,0.0
0.312496875,0,5,1,0,2,0.0
0.4499955,0,5,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,1.0
0.337496625,0,0,1,0,3,0.0
0.49999499999999997,1,4,1,0,0,1.0
0.47499525,1,4,1,0,0,0.0
0.32499675000000006,0,0,1,0,2,0.0
0.37499625000000003,0,5,1,0,2,1.0
0.37499625000000003,0,5,7,0,2,1.0
0.662493375,0,4,7,0,2,1.0
0.42499575,0,0,7,0,2,1.0
0.34999650000000004,0,2,7,0,2,0.0
0.42499575,0,3,1,2,3,1.0
0.42499575,0,3,1,2,2,1.0
0.637493625,0,4,4,0,2,1.0
0.537494625,0,4,1,0,0,1.0
0.37499625000000003,0,0,1,0,2,0.0
0.4499955,0,0,1,0,0,1.0
0.38749612499999997,0,0,1,0,2,0.0
0.32499675000000006,0,0,1,0,2,0.0
0.38749612499999997,0,0,1,0,2,0.0
0.4499955,0,0,1,0,0,1.0
0.42499575,0,3,1,0,0,1.0
0.42499575,0,3,1,0,2,1.0
0.41249587499999996,0,0,1,1,2,1.0
0.4499955,1,4,1,1,3,1.0
0.41249587499999996,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.362496375,1,0,1,2,2,0.0
0.38749612499999997,1,3,1,2,2,0.0
0.52499475,0,4,1,0,2,1.0
0.42499575,0,3,1,0,2,1.0
0.537494625,0,4,1,0,2,1.0
0.41249587499999996,0,3,1,0,2,1.0
0.337496625,0,0,1,0,2,0.0
0.399996,0,3,1,0,2,0.0
0.34999650000000004,0,0,1,0,2,1.0
0.399996,0,0,1,0,2,1.0
0.42499575,0,3,1,0,2,1.0
0.512494875,0,1,1,0,2,1.0
0.32499675000000006,0,0,1,2,2,0.0
0.38749612499999997,0,3,4,1,2,0.0
0.38749612499999997,0,3,4,1,1,0.0
0.47499525,0,1,7,0,2,1.0
0.337496625,0,3,7,0,2,0.0
0.537494625,0,1,7,0,2,1.0
0.599994,0,1,7,0,2,1.0
0.49999499999999997,0,4,7,0,2,1.0
0.37499625000000003,0,3,7,0,2,1.0
0.34999650000000004,0,0,4,1,3,1.0
0.47499525,0,4,7,0,3,1.0
0.47499525,0,4,3,0,2,1.0
0.537494625,0,1,1,1,0,1.0
0.37499625000000003,0,0,4,0,2,0.0
0.41249587499999996,0,5,1,0,2,0.0
0.37499625000000003,0,1,1,0,2,0.0
0.4499955,0,3,1,0,2,1.0
0.41249587499999996,0,3,1,0,3,0.0
0.47499525,0,0,7,0,0,1.0
0.43836745480301553,0,4,4,0,0,1.0
0.787492125,0,1,4,0,2,1.0
0.29999699999999996,0,0,1,0,2,0.0
0.34999650000000004,0,3,1,0,2,0.0
0.52499475,0,4,1,0,0,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,3,7,0,2,1.0
0.43749562499999994,0,4,1,1,2,0.0
0.22499775000000002,0,0,1,0,2,0.0
0.37499625000000003,0,2,7,0,2,1.0
0.47499525,1,3,7,0,1,1.0
0.47499525,0,4,7,0,2,1.0
0.47499525,1,4,7,0,0,1.0
0.47499525,0,4,7,0,2,1.0
0.47499525,0,4,7,0,0,1.0
0.47499525,0,1,7,0,2,1.0
0.47499525,0,0,7,0,2,1.0
0.47499525,0,1,7,0,2,1.0
0.47499525,0,4,7,0,2,1.0
0.47499525,0,4,7,0,0,1.0
0.47499525,0,4,7,0,0,1.0
0.47499525,0,1,7,0,2,1.0
0.47499525,0,3,7,0,0,1.0
0.47499525,0,0,7,0,2,1.0
0.26249737500000003,1,0,1,1,2,0.0
0.37499625000000003,0,0,1,0,2,0.0
0.47499525,0,1,4,0,2,1.0
0.287497125,0,1,7,0,2,1.0
0.47499525,0,0,1,0,2,1.0
0.287497125,0,0,1,0,2,0.0
0.687493125,0,1,1,0,2,1.0
0.287497125,0,0,4,2,3,0.0
0.38749612499999997,0,3,4,0,3,1.0
0.612493875,0,1,4,0,2,1.0
0.7499925,0,1,4,0,2,1.0
0.43749562499999994,0,3,4,0,0,1.0
0.38749612499999997,0,1,4,0,2,1.0
0.57499425,0,4,1,0,0,1.0
0.27499724999999997,0,0,1,0,3,0.0
0.47499525,0,4,1,0,3,0.0
0.47499525,0,4,1,0,0,0.0
0.599994,0,4,1,0,2,1.0
0.32499675000000006,0,0,1,0,2,0.0
0.32499675000000006,0,0,1,0,2,0.0
0.34999650000000004,0,3,1,0,2,0.0
0.537494625,0,4,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,0.0
0.37499625000000003,0,3,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.362496375,0,1,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.38749612499999997,0,0,1,0,2,0.0
0.34999650000000004,0,0,1,0,2,1.0
0.337496625,0,0,1,0,0,0.0
0.787492125,0,1,1,0,2,1.0
0.47499525,0,1,1,0,0,1.0
0.57499425,0,1,1,0,0,1.0
0.5499945,0,4,1,0,2,1.0
0.37499625000000003,0,3,1,0,2,1.0
0.41249587499999996,0,3,1,2,2,0.0
0.47499525,0,0,4,0,2,0.0
0.34999650000000004,0,0,4,0,2,1.0
0.47499525,0,3,1,0,3,1.0
0.537494625,0,3,1,0,2,1.0
0.42499575,0,3,1,0,2,1.0
0.362496375,0,0,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.337496625,0,0,1,2,1,0.0
0.34999650000000004,0,3,1,2,2,1.0
0.42499575,0,0,1,2,2,1.0
0.34999650000000004,0,3,4,1,2,1.0
0.47499525,0,1,7,0,2,1.0
0.47499525,0,4,7,0,2,1.0
0.537494625,0,3,7,0,2,1.0
0.337496625,1,0,1,2,2,0.0
0.38749612499999997,1,0,1,2,2,1.0
0.062499374999999996,0,4,1,0,2,0.0
0.23749762500000002,0,0,1,0,2,0.0
0.23749762500000002,0,0,1,0,2,0.0
0.34999650000000004,0,0,1,0,2,0.0
0.47499525,0,3,7,0,3,1.0
0.47499525,0,3,7,0,2,1.0
0.47499525,0,4,7,0,2,1.0
0.47499525,0,4,7,0,2,1.0
0.47499525,0,3,7,0,2,1.0
0.47499525,0,1,7,0,2,1.0
0.312496875,1,2,1,0,2,0.0
0.42499575,0,1,1,0,2,1.0
0.34999650000000004,0,5,4,2,2,0.0
0.27499724999999997,0,3,4,2,3,0.0
0.2437475625,0,1,1,0,2,0.0
